FID,OBJECTID,RTE_NM,RTE_PRFX,RTE_NBR,RTE_SFX,RDBD_TYPE,GID,BEGIN_DFO,END_DFO,ASSET_NM,ASSET_ID,SYSTEM,NHS,NHS_TYPE,SHAPE_STLe,GlobalID,SHAPE_Length
2929,,US0062-LG,US,62,,LG,1575410451,211.61,225.2,NHS,50483492,On,NHS - non connector,NHS,,{124D1449-3DAE-464D-8EC2-3822B2E0D9C0},0.2217999431631
2930,,US0062-LG,US,62,,LG,1575410451,225.2,226.343,NHS,50483493,On,NHS - non connector,NHS,,{C9190D87-D686-4053-BDBA-DA3D9FFCFEBD},0.0187539862616535
2931,,US0062-KG,US,62,,KG,1575409665,128.653,226.318,NHS,50483123,On,NHS - non connector,NHS,,{3EF64ED3-F1EF-458D-A037-343B587A203A},1.56242835785597
2932,,US0062-KG,US,62,,KG,1575409665,226.318,230.423,NHS,50483124,On,NHS - non connector,NHS,,{262ABDCF-CACD-48B7-B672-15E51976E215},0.067309275262543
2933,,US0062-LG,US,62,,LG,1583851850,230.414,232.285,NHS,51924690,On,NHS - non connector,NHS,,{256B3352-764B-411D-885E-6B28835B3452},0.0324712605953602
2934,,US0067-MG,US,67,,MG,1599251839,753.032,753.394,NHS,61242566,On,NHS - non connector,NHS,,{909B818C-A009-44A6-9EA8-F0567F7F351F},0.00568435455349412
2935,,US0067-LG,US,67,,LG,1599251836,753.032,753.277,NHS,60060629,On,NHS - non connector,NHS,,{97969029-BA5B-497F-AB06-D67C2255579D},0.00398375284822291
2936,,US0067-KG,US,67,,KG,7510,0,3.202,NHS,69465239,On,NHS - non connector,NHS,,{3339CBD2-6DDB-4409-B37F-01CD75715B3E},0.0549094428116119
2937,,US0067-LG,US,67,,LG,9818,666.507,668.075,NHS,13484320,On,NHS - non connector,NHS,,{6415C32C-C0D7-4BA2-8E77-EFBDAD7DA687},0.0260030615021598
2938,,US0067-LG,US,67,,LG,9812,0.009,1.671,NHS,13484368,On,NHS - non connector,NHS,,{37533292-44E5-4F87-938E-5384E306FBF4},0.0284629552088714
2939,,US0067-RG,US,67,,RG,9835,753.032,753.27,NHS,13484418,On,NHS - non connector,NHS,,{0CBF6391-87E4-47FF-B09F-043E0B1E58A0},0.00390792739930416
2940,,US0067-RG,US,67,,RG,9834,666.495,668.071,NHS,13484419,On,NHS - non connector,NHS,,{20502F76-3CD5-4032-AFB8-0690BB694B2E},0.0261000571491608
2941,,US0067-RG,US,67,,RG,9828,0,1.696,NHS,13484477,On,NHS - non connector,NHS,,{8B1BB120-74C4-416B-954B-1B49D5114F5F},0.0288988757973468
2942,,US0067-KG,US,67,,KG,7513,611.827,753.432,NHS,37817634,On,NHS - non connector,NHS,,{80BECD88-0395-4EE5-B376-937294188025},2.19678143726015
2943,,US0067-RG,US,67,,RG,1578348271,228.059,234.569,NHS,50897173,On,NHS - non connector,NHS,,{5B32C707-0C95-4F79-87F2-643E446CA0CC},0.10395598866421
2944,,US0067-LG,US,67,,LG,1578348269,184.485,228.165,NHS,50895633,On,NHS - non connector,NHS,,{CA9792CC-AC33-41BD-89E7-0DCC443FD15B},0.708846021517235
2945,,US0067-LG,US,67,,LG,1578348269,228.165,234.579,NHS,50895634,On,NHS - non connector,NHS,,{9BCB1ADB-51B4-456E-BD70-45E1EAB621A8},0.102360756226355
2946,,US0067-RG,US,67,,RG,1578348271,184.485,228.059,NHS,50897174,On,NHS - non connector,NHS,,{5B400F5F-4BF3-4A7E-A12D-79C90F877297},0.707058416006454
2947,,US0067-LG,US,67,,LG,1633651408,346.264,352.419,NHS,71279144,On,NHS - non connector,NHS,,{05CAC908-2E5E-4C63-91C2-EEF9D4020E94},0.104082942548006
2948,,US0067-RG,US,67,,RG,1633651463,365.651,365.944,NHS,71280280,On,NHS - non connector,NHS,,{BFEBFAFD-FF89-4E7E-8BA8-A958AA841213},0.00496186586155378
2949,,US0067-LG,US,67,,LG,1633651370,246.694,248.485,NHS,71278747,On,NHS - non connector,NHS,,{7D58377E-2933-46BF-928E-DA00B9BDC8CF},0.0302983353431204
2950,,US0067-LG,US,67,,LG,1633651416,404.964,411.828,NHS,71279342,On,NHS - non connector,NHS,,{188B9904-8F1F-4E73-A524-DF35EE9A6D0C},0.10871758253
2951,,US0067-RG,US,67,,RG,1633651437,246.694,248.479,NHS,71279873,On,NHS - non connector,NHS,,{E35DDEF2-B619-4F5D-AD0F-8C1813B8C2C5},0.0302241565341472
2952,,US0067-RG,US,67,,RG,1633651489,342.862,343.297,NHS,71281027,On,NHS - non connector,NHS,,{AF996BEE-6DCA-4BAF-ADEF-98D33AB72C97},0.00721840342885781
2953,,US0067-LG,US,67,,LG,1633651394,318.981,319.508,NHS,71279024,On,NHS - non connector,NHS,,{6436F29E-FC8B-4627-A3D8-2ABA4AC42BFB},0.00871073503790307
2954,,US0067-LG,US,67,,LG,1633651424,412.403,443.949,NHS,71279642,On,NHS - non connector,NHS,,{71902417-7AEC-4EA9-84C5-4014E24239AE},0.515438769560238
2955,,US0067-RG,US,67,,RG,1633651455,346.264,352.419,NHS,71280229,On,NHS - non connector,NHS,,{4DE2F158-F910-47C0-B650-8D377B6B9D25},0.104076919239193
2956,,US0067-RG,US,67,,RG,1633651483,412.403,443.973,NHS,71280933,On,NHS - non connector,NHS,,{5AFE8984-5682-48A6-8074-5CCDC8AC28A5},0.515820251656699
2957,,US0067-RG,US,67,,RG,1633651445,319.881,340.064,NHS,71280104,On,NHS - non connector,NHS,,{40D2170C-B1BE-4A68-8BFA-C3766BE65FDE},0.329765425487747
2958,,US0067-LG,US,67,,LG,1633651406,343.969,344.236,NHS,71279080,On,NHS - non connector,NHS,,{9E4573DB-9F8F-418F-B26F-10FD62708D53},0.00448138152100712
2959,,US0067-RG,US,67,,RG,1633651465,401.896,402.955,NHS,71280352,On,NHS - non connector,NHS,,{89F8F8CB-69CC-412C-A64F-A2033893EEF9},0.0172292867956679
2960,,US0067-RG,US,67,,RG,1633478554,588.471,589.027,NHS,71277065,On,NHS - non connector,NHS,,{191B9CEA-B108-416F-8631-FEE84571906B},0.00926600977971901
2961,,US0067-LG,US,67,,LG,1633651410,365.651,365.944,NHS,71279195,On,NHS - non connector,NHS,,{DA94197A-2552-4331-9853-5940F8FE3924},0.00496836052883375
2962,,US0067-RG,US,67,,RG,1633651439,318.981,319.508,NHS,71279940,On,NHS - non connector,NHS,,{787956AC-A8AF-4F8D-B094-7389C3C3D7D4},0.00871975732964264
2963,,US0067-LG,US,67,,LG,1633651414,401.896,402.903,NHS,71279266,On,NHS - non connector,NHS,,{C550F848-47A3-4104-89E7-D57D9221F65C},0.0165145190160591
2964,,US0067-LG,US,67,,LG,1633651388,287.155,300.01,NHS,71278938,On,NHS - non connector,NHS,,{66D64E0F-2BB5-49A3-A483-ADA4E94D26E1},0.199734031897097
2965,,US0067-LG,US,67,,LG,1633651428,342.862,343.297,NHS,71279728,On,NHS - non connector,NHS,,{E884D803-AAA7-4ED7-B67F-71C91F4CCDF2},0.00721788781840277
2966,,US0067-LG,US,67,,LG,1633651595,319.881,340.059,NHS,71281189,On,NHS - non connector,NHS,,{E5B804EA-079F-42AE-942C-35AD8860FE76},0.329708120290554
2967,,US0067-RG,US,67,,RG,1633651453,343.969,344.23,NHS,71280165,On,NHS - non connector,NHS,,{CF588877-7B6F-4670-8A63-A9BDE937C625},0.00439615236066565
2968,,US0067-RG,US,67,,RG,1633651477,404.964,411.824,NHS,71280641,On,NHS - non connector,NHS,,{577BEB09-7FDB-4E7C-99F3-EE7463385BF3},0.108642195797236
2969,,US0067-RG,US,67,,RG,1633651471,287.155,300.007,NHS,71280556,On,NHS - non connector,NHS,,{37F0437B-12F1-4201-BF8D-3DAB1F41529E},0.199695333955927
2970,,US0067-KG,US,67,,KG,1633478552,228.157,443.962,NHS,71276707,On,NHS - non connector,NHS,,{6283CED1-DF54-4BD2-8096-53EBEB814A70},3.54743742842053
2971,,US0067-KG,US,67,,KG,1633478552,226.422,227.757,NHS,71276708,On,NHS - non connector,NHS,,{E08DE9C0-BD67-44CB-8331-A289DA55C6ED},0.022638311215503
2972,,US0067-KG,US,67,,KG,1633478552,225.003,226.422,NHS,71276709,On,NHS - non connector,NHS,,{5F794CA9-FF14-4971-B900-58563DE2C6FF},0.0241243980455489
2973,,US0067-KG,US,67,,KG,1633478552,184.215,225.003,NHS,71276710,On,NHS - non connector,NHS,,{7027759F-0C99-413C-BEB4-E74F2DB732F1},0.657703886913957
2974,,US0067-KG,US,67,,KG,1633478552,227.757,228.157,NHS,71276711,On,NHS - non connector,NHS,,{931E50ED-1198-414E-A914-EEA818491301},0.00683415060172095
2975,,US0067-KG,US,67,,KG,1633478552,557.18,589.177,NHS,71276712,On,NHS - non connector,NHS,,{24775BB2-0703-473D-AA61-F27F8A1E3203},0.514877894951303
2976,,US0067-KG,US,67,,KG,1633478552,443.962,557.18,NHS,71276713,On,NHS - non connector,NHS,,{400E5BA4-5225-48C1-9F0C-7B0A7838B83F},1.8693805988456
2977,,US0067-LG,US,67,,LG,1630540832,588.471,589.339,NHS,71272487,On,NHS - non connector,NHS,,{0EA59FF1-B2EE-41E8-800D-C6B0C1F3BEF3},0.0141048199768948
2978,,US0069-KG,US,69,,KG,1599256756,242.825,324.572,NHS,106989886,On,NHS - non connector,NHS,,{52B91AEA-CF2F-4E64-96AF-D347D57CF9FE},1.22110406182622
2979,,US0069-KG,US,69,,KG,7516,327.271,345.078,NHS,13481943,On,NHS - non connector,NHS,,{2B17AF7A-2416-43E6-A245-93E04334F090},0.281276552642787
2980,,US0069-LG,US,69,,LG,9844,0,1.639,NHS,13484322,On,NHS - non connector,NHS,,{CE36EA08-8BBF-401E-BA25-32846360BCC0},0.0243026421941754
2981,,US0069-RG,US,69,,RG,9896,5.178,5.602,NHS,13484326,On,NHS - non connector,NHS,,{32010323-1B3B-4A42-9B78-61D785798C18},0.00617334713145206
2982,,US0069-LG,US,69,,LG,9868,6.437,6.702,NHS,13484357,On,NHS - non connector,NHS,,{AF332734-9007-426D-B383-8541526CB6B1},0.00453795748126578
2983,,US0069-LG,US,69,,LG,9867,327.508,343.408,NHS,13484358,On,NHS - non connector,NHS,,{D3442FB2-D48C-49E3-BE32-7ADF9325A51E},0.250978012030248
2984,,US0069-LG,US,69,,LG,9866,5.178,5.602,NHS,13484375,On,NHS - non connector,NHS,,{A6D88455-519D-4258-9534-B3A4E13CE482},0.00616619006246835
2985,,US0069-RG,US,69,,RG,9897,327.508,343.407,NHS,13484527,On,NHS - non connector,NHS,,{7B71006A-06BF-45F1-A77A-DE84024F877B},0.251084923664187
2986,,US0069-RG,US,69,,RG,9898,6.437,6.7,NHS,13484544,On,NHS - non connector,NHS,,{317F6619-5C5E-453F-A7CA-955113DA94E9},0.0045193870348818
2987,,US0069-RG,US,69,,RG,1578937601,222.132,222.241,NHS,50542452,On,NHS - non connector,NHS,,{287984F1-D1A4-489D-81BD-075CF46F44A6},0.00180270032592171
2988,,US0069-LG,US,69,,LG,1579288780,222.132,222.242,NHS,51886885,On,NHS - non connector,NHS,,{A9C79270-18EC-488F-9415-BDF48CC2DE8C},0.00178571362981105
2989,,US0069-RG,US,69,,RG,1599257527,301.88,302.047,NHS,60309232,On,NHS - non connector,NHS,,{2A8B04D2-6AD8-4AD3-B036-D7C2C3E4B3F3},0.00264852380545001
2990,,US0069-RG,US,69,,RG,1599256765,313.683,324.577,NHS,60308466,On,NHS - non connector,NHS,,{E17F4204-F3AE-44DE-A802-30527011557A},0.16305357098092
2991,,US0069-LG,US,69,,LG,1599257528,303.16,304.825,NHS,60309306,On,NHS - non connector,NHS,,{C1042AB8-706F-4AE9-B602-F705DD22F3B6},0.0262235920299445
2992,,US0069-RG,US,69,,RG,1599257525,292.84,300.916,NHS,60309069,On,NHS - non connector,NHS,,{851F1766-B72B-4273-85F2-0BDD0B5A4343},0.123885308073344
2993,,US0069-RG,US,69,,RG,1599257529,303.16,304.827,NHS,60309373,On,NHS - non connector,NHS,,{546DE484-CF97-4EA7-9100-85084163ACD3},0.0262587803395721
2994,,US0069-LG,US,69,,LG,1599256787,313.683,324.612,NHS,60308700,On,NHS - non connector,NHS,,{141276FA-9E1B-4688-BC95-E85E2BA8B962},0.163656659838825
2995,,US0069-LG,US,69,,LG,1599257524,292.84,300.898,NHS,60308963,On,NHS - non connector,NHS,,{F364509C-8FFB-4074-8882-F5E83A5DBC83},0.123580513850041
2996,,US0069-KG,US,69,,KG,1599256756,222.132,241.942,NHS,60307400,On,NHS - non connector,NHS,,{B3C3ABF1-344E-4838-82BA-BC8FD2949E4B},0.32010616926681
2997,,US0069-LG,US,69,,LG,1599257526,301.88,302.046,NHS,60309157,On,NHS - non connector,NHS,,{22FF1676-549E-445E-92B4-13173AFE6841},0.00263282020770813
2998,,US0069-RG,US,69,,RG,1599263700,190.565,199.533,NHS,62253951,On,NHS - non connector,NHS,,{933BAAA9-1CA3-4F50-9CB6-A991C57F83BD},0.137924012695819
2999,,US0069-LG,US,69,,LG,1599263697,190.565,199.537,NHS,62253878,On,NHS - non connector,NHS,,{20CCF35F-FB37-4F80-99A2-07754BE1FBAA},0.137988282292073
3000,,US0069-LG,US,69,,LG,1599264136,135.154,135.31,NHS,62258566,On,NHS - non connector,NHS,,{32A4B051-4CC3-41D9-86F7-7EB1856034D4},0.00229640114757988
3001,,US0069-LG,US,69,,LG,1599264402,54.249,54.732,NHS,62259572,On,NHS - non connector,NHS,,{30282714-DD02-4F21-8E75-AEB6DB668B12},0.00748588785875351
3002,,US0069-LG,US,69,,LG,1599264077,74.135,74.275,NHS,62257700,On,NHS - non connector,NHS,,{6DFC8560-F457-4B54-816F-72CFACB46A57},0.00220364467073389
3003,,US0069-RG,US,69,,RG,1599264139,135.154,135.315,NHS,62258620,On,NHS - non connector,NHS,,{6EBB3736-0EB2-4652-ADEA-E3FDE426DA7B},0.00238089512688011
3004,,US0069-LG,US,69,,LG,1599264142,138.349,140.883,NHS,62258675,On,NHS - non connector,NHS,,{96B55B5F-AB2E-49C7-9EA6-D003346299B5},0.0370096508577969
3005,,US0069-RG,US,69,,RG,1599264145,138.349,140.882,NHS,62258739,On,NHS - non connector,NHS,,{7970E864-98EA-4D5C-88B4-249627F84936},0.0369850494965107
3006,,US0069-LG,US,69,,LG,1599264361,1.639,4.577,NHS,62258805,On,NHS - non connector,NHS,,{C35EB683-170F-4F51-B413-AE365805B788},0.043443662866856
3007,,US0069-RG,US,69,,RG,1599264391,177.985,186.468,NHS,62259327,On,NHS - non connector,NHS,,{04864FC5-D5A4-4486-9496-8F76351330DF},0.126158031155319
3008,,US0069-LG,US,69,,LG,1599264394,203.116,206.267,NHS,62259465,On,NHS - non connector,NHS,,{F967594B-1FBA-4CF7-AFFA-EA9A888E569C},0.051477730677498
3009,,US0069-RG,US,69,,RG,1599264405,54.249,54.719,NHS,62259631,On,NHS - non connector,NHS,,{8E7AE0F5-1803-426D-9C9B-A31B15981A2A},0.00723901849034947
3010,,US0069-LG,US,69,,LG,1599264408,57.777,60.601,NHS,62259695,On,NHS - non connector,NHS,,{459F546B-2CFB-4516-884E-99808497CBC2},0.0471216143281897
3011,,US0069-LG,US,69,,LG,1599264105,124.746,126.672,NHS,62258075,On,NHS - non connector,NHS,,{F516AED0-BA31-4ADF-ABCC-F7B705CD021D},0.0292435583215099
3012,,US0069-KG,US,69,,KG,1599263971,0,16.293,NHS,62254095,On,NHS - non connector,NHS,,{30FF1C2B-5081-4DD5-AC5F-02E5DE53C48A},0.251408928615502
3013,,US0069-LG,US,69,,LG,1599264098,80.287,80.462,NHS,62257966,On,NHS - non connector,NHS,,{C0184AAE-DA0E-4190-B160-80A57CA53E9D},0.00276388248432228
3014,,US0069-LG,US,69,,LG,1599264133,135.96,136.375,NHS,62258512,On,NHS - non connector,NHS,,{CB01FD0A-1617-42BD-9E18-93D08AE7991D},0.00706342498619564
3015,,US0069-LG,US,69,,LG,1599264376,163.967,174.194,NHS,62258897,On,NHS - non connector,NHS,,{12447744-B2BB-4B16-A914-23FC059B4B24},0.15678696537984
3016,,US0069-LG,US,69,,LG,1599264388,177.985,186.466,NHS,62259185,On,NHS - non connector,NHS,,{F47308CE-3577-479F-A3E1-3A160F978CAB},0.126087989873594
3017,,US0069-KG,US,69,,KG,1599263971,16.293,55.097,NHS,62254096,On,NHS - non connector,NHS,,{F9E04B41-F883-456E-B7FA-A80FCDAFA1D0},0.59425227973734
3018,,US0069-KG,US,69,,KG,1599263971,55.097,218.352,NHS,62254097,On,NHS - non connector,NHS,,{7594C733-7207-4B8C-AB14-C1BE11E54FFD},2.53095369170509
3019,,US0069-LG,US,69,,LG,1599264120,134.263,134.614,NHS,62258317,On,NHS - non connector,NHS,,{53EDB510-E62E-49DB-9780-7803FA5F5F2A},0.00548419872095026
3020,,US0069-LG,US,69,,LG,1599264414,61.402,61.867,NHS,62259890,On,NHS - non connector,NHS,,{6FC07C5D-DA7C-4BB2-B8AF-BDF96293ABF3},0.00785640046766886
3021,,US0069-LG,US,69,,LG,1599264111,130.625,131.288,NHS,62258208,On,NHS - non connector,NHS,,{6D153E51-D9F5-4F86-9B20-2CC86154B68C},0.0102102796965313
3022,,US0069-RG,US,69,,RG,1599264379,163.967,174.181,NHS,62259033,On,NHS - non connector,NHS,,{A3DCC104-22B9-4A52-8697-D61752FB0F4C},0.15655517728149
3023,,US0069-LG,US,69,,LG,1599264420,73.73,73.972,NHS,62260039,On,NHS - non connector,NHS,,{0FED7DAA-8A31-4757-99EB-52A1D172C60D},0.0036663871200076
3024,,US0069-RG,US,69,,RG,1599264423,73.73,73.974,NHS,62260103,On,NHS - non connector,NHS,,{2775B7F6-9454-4F80-BAAB-A9C465E89570},0.00370449496067675
3025,,US0069-RG,US,69,,RG,1599264083,74.135,74.276,NHS,62257763,On,NHS - non connector,NHS,,{8547FF54-9511-42B1-8A8E-BE2C6F2DBB7E},0.00220659464913337
3026,,US0069-LG,US,69,,LG,1599264092,79.369,79.951,NHS,62257826,On,NHS - non connector,NHS,,{F313B840-8E85-49EE-84FA-7D49A74D85AF},0.00920757003976538
3027,,US0069-RG,US,69,,RG,1599264131,135.96,136.379,NHS,62258459,On,NHS - non connector,NHS,,{8D728AA2-24ED-49D4-9A24-E1A970A8E932},0.0071129983922567
3028,,US0069-RG,US,69,,RG,1599264101,80.287,80.462,NHS,62258016,On,NHS - non connector,NHS,,{EA42B7C6-98E7-44D4-AE19-839D1B7119FA},0.00276857914079488
3029,,US0069-RG,US,69,,RG,1599264126,134.263,134.618,NHS,62258390,On,NHS - non connector,NHS,,{AE29FCD1-BE98-4F15-8450-6B56723E603F},0.00555155040930403
3030,,US0069-RG,US,69,,RG,1599264399,203.116,206.265,NHS,62259518,On,NHS - non connector,NHS,,{23C75385-A705-43C7-9C7C-01BD8A6FA113},0.0514575267863175
3031,,US0069-LG,US,69,,LG,1599264441,111.46,118.246,NHS,62260174,On,NHS - non connector,NHS,,{28CC69B0-0E8A-4E87-83B5-360A6ED7D891},0.105114597546895
3032,,US0069-RG,US,69,,RG,1599264114,130.625,131.291,NHS,62258263,On,NHS - non connector,NHS,,{ABA33F68-9211-4EDF-A7FA-BD091258590A},0.010265627214463
3033,,US0069-RG,US,69,,RG,1599264444,111.46,118.25,NHS,62260286,On,NHS - non connector,NHS,,{9D94FB9F-38DF-45F3-856D-673216F897D2},0.105190175135111
3034,,US0069-RG,US,69,,RG,1599264480,0.003,1.638,NHS,62260383,On,NHS - non connector,NHS,,{A5E0DD35-AFB7-4C47-9C04-BBD92280B802},0.0242372436699543
3035,,US0069-RG,US,69,,RG,1599264095,79.369,79.951,NHS,62257891,On,NHS - non connector,NHS,,{B01785EF-D7A2-437D-81A2-8DC63520BC1A},0.00921196276991099
3036,,US0069-RG,US,69,,RG,1599264108,124.746,126.674,NHS,62258141,On,NHS - non connector,NHS,,{4FC8E2D3-FD5A-4300-B47A-1D67D73B1823},0.0292746137951411
3037,,US0069-RG,US,69,,RG,1599264411,57.777,60.638,NHS,62259792,On,NHS - non connector,NHS,,{B490CFEB-18D3-4FDE-A34E-3E7B813A8FAF},0.0477856929494452
3038,,US0069-RG,US,69,,RG,1599264417,61.402,61.857,NHS,62259962,On,NHS - non connector,NHS,,{9A7AC106-CF97-40D0-AA81-83BA6FA6E4C5},0.00772104658803859
3039,,US0069-LG,US,69,,LG,1599264602,141.714,150.072,NHS,62260677,On,NHS - non connector,NHS,,{F6D62C8A-EF29-45DC-ADD6-B3AD6257B570},0.122166062835311
3040,,US0069-RG,US,69,,RG,1599264605,141.714,150.078,NHS,62260802,On,NHS - non connector,NHS,,{9AB41F74-2756-4F3B-8846-81D5F6D6AA71},0.12228283661742
3041,,US0069-LG,US,69,,LG,1599264528,215.092,218.352,NHS,62260457,On,NHS - non connector,NHS,,{3D9B7AF3-D925-4ECF-B4AF-8909EE8B2318},0.0538654143786546
3042,,US0069-RG,US,69,,RG,1599264575,215.092,218.353,NHS,62260567,On,NHS - non connector,NHS,,{A21CBD87-828D-4A5D-B940-03EA47361F09},0.0538629521306277
3043,,US0069-RG,US,69,,RG,1599264629,1.685,4.565,NHS,62260925,On,NHS - non connector,NHS,,{0A0808AD-7E0B-404D-8562-D64725425872},0.0427247046112817
3044,,US0070-LG,US,70,,LG,1599253327,235.617,236.876,NHS,60221983,On,NHS - non connector,NHS,,{5C2C51B0-C883-4FB8-A7A1-20213ADB8F9D},0.0200513372225198
3045,,US0070-LG,US,70,,LG,1599252761,236.876,247.478,NHS,60221188,On,NHS - non connector,NHS,,{164221B0-8CC3-4953-9D42-95FB0846F7F0},0.182412122422098
3046,,US0070-RG,US,70,,RG,1599253328,235.617,236.872,NHS,60222045,On,NHS - non connector,NHS,,{3A235C26-A1B0-4BCA-B6E8-D67A4A146AC1},0.0200116157922259
3047,,US0070-KG,US,70,,KG,1599252395,235.407,236.873,NHS,60220712,On,NHS - non connector,NHS,,{1A294777-EC92-4A8D-8FA6-6118C39B28BF},0.0232043768116817
3048,,US0070-KG,US,70,,KG,1599253309,236.873,247.481,NHS,60221837,On,NHS - non connector,NHS,,{899CC9CF-C9A1-4EDC-BA29-E913F154B014},0.182492258311876
3049,,US0070-KG,US,70,,KG,7517,78.935,81.438,NHS,13481899,On,NHS - non connector,NHS,,{211078A6-3281-4C81-8F66-683E57ECD3EF},0.0435372197689022
3050,,US0070-KG,US,70,,KG,7517,0,21.807,NHS,13481922,On,NHS - non connector,NHS,,{83AF9581-B096-4EE0-B5F1-7988C05F4908},0.363778533916949
3051,,US0070-RG,US,70,,RG,9908,0.996,20.097,NHS,13484297,On,NHS - non connector,NHS,,{07659B95-C5F7-4B26-81D9-594B0B42A738},0.317645622577751
3052,,US0070-LG,US,70,,LG,9904,0.993,20.098,NHS,13484392,On,NHS - non connector,NHS,,{CDF94E73-1A09-417C-8E7E-22ABC17BAFF6},0.317696594450352
3053,,US0070-RG,US,70,,RG,1599257171,236.872,247.477,NHS,60315756,On,NHS - non connector,NHS,,{BDCC34C6-0957-4DEC-905D-3C25495DF733},0.18243330324823
3054,,US0071-KG,US,71,,KG,7519,0,2.938,NHS,13481861,On,NHS - non connector,NHS,,{E8172CFC-84AD-40D8-9389-EB53422C41A5},0.0426914874140125
3055,,US0071-RG,US,71,,RG,9913,0,0.243,NHS,13484304,On,NHS - non connector,NHS,,{0615F31C-5097-4B1D-848A-581C55F4B938},0.00355572398454519
3056,,US0071-LG,US,71,,LG,9912,0,0.244,NHS,13484323,On,NHS - non connector,NHS,,{437C4DF4-EDF1-4636-850C-F5D59A87F9B0},0.00354590101734486
3057,,US0075-KG,US,75,,KG,7520,0,75.265,NHS,13481860,On,NHS - non connector,NHS,,{0239C8A0-A7B8-4ECB-A0F1-8D028E752105},1.12376075785237
3058,,US0075-SG,US,75,,SG,9916,69.648,70.389,NHS,13484414,On,NHS - non connector,NHS,,{31D8DB7F-35C1-47C4-ADF0-790DB89FA2F8},0.0107855423500737
3059,,US0075-RG,US,75,,RG,9915,0,75.284,NHS,13484460,On,NHS - non connector,NHS,,{310B2C2B-4229-4B78-A2C7-38A96BC4C48C},1.12404818262934
3060,,US0075-LG,US,75,,LG,9914,0,75.257,NHS,13484520,On,NHS - non connector,NHS,,{96C7F1DB-A2D4-40EE-9CA1-9A08176702D6},1.12367282868842
3061,,US0077-KG,US,77,,KG,1599249279,137.912,146.149,NHS,70651445,On,NHS - non connector,NHS,,{B8B53966-3DC3-4A1C-8B86-80F3CB3BB023},0.121746292348258
3062,,US0077-RG,US,77,,RG,1671062458,70.5,71.122,NHS,99107716,On,NHS - non connector,NHS,,{2163B93C-916B-4C7C-BE1F-FDB75EE30077},0.00927367978375643
3063,,US0077-KG,US,77,,KG,1670457664,62.69,72.248,NHS,96896788,On,NHS - non connector,NHS,,{82F79E04-981D-45D7-8C61-2B6D02FCC693},0.140741619365755
3064,,US0077-LG,US,77,,LG,1671062460,70.5,71.142,NHS,95651856,On,NHS - non connector,NHS,,{8C8572BA-5B43-4B9D-A95E-70D868DA163F},0.00966470709451475
3065,,US0077-KG,US,77,,KG,1669593622,428.068,437.454,NHS,95658675,On,NHS - non connector,NHS,,{36AD97DD-AC99-4397-8305-0CFA3B4F1426},0.140465811039128
3066,,US0077-KG,US,77,,KG,1669593622,466.46,508.53,NHS,95658677,On,NHS - non connector,NHS,,{AB30A882-BC8C-4175-8DDF-F44861802690},0.611529085585227
3067,,US0077-KG,US,77,,KG,1669593622,438.376,466.46,NHS,95658679,On,NHS - non connector,NHS,,{A139C213-65DE-493E-B831-35B1CC40FD67},0.41544261914266
3068,,US0077-KG,US,77,,KG,1669593622,437.454,438.376,NHS,95658680,On,NHS - non connector,NHS,,{E168D7F1-A64C-4732-B104-7DE379323CC1},0.0134179821535042
3069,,11116,US,77,,GS,11883,0,0.272,NHS,13486386,On,NHS - non connector,NHS,,{50A31409-F5B9-499C-BE0A-34BC670BF839},0.00405587209131674
3070,,11117,US,77,,GS,11882,0,0.19,NHS,13486400,On,NHS - non connector,NHS,,{BA4F2392-568D-44AB-950F-B54CE88DB2D4},0.00299753915388658
3071,,11115,US,77,,GS,11881,0,0.199,NHS,13486401,On,NHS - non connector,NHS,,{AD0A64DB-587B-4360-A90C-37C70662D5E2},0.00311647716787824
3072,,11114,US,77,,GS,11880,0,0.259,NHS,13486417,On,NHS - non connector,NHS,,{A005DCED-366E-45D4-9406-4D9856DF75AC},0.00387238825392558
3073,,US0077-KG,US,77,,KG,1599249279,256.825,316.291,NHS,70664225,On,NHS - non connector,NHS,,{7E2A167C-8299-4D28-8A05-82E6FD72A096},0.873436195245674
3074,,US0077-LG,US,77,,LG,2000005429,316.289,329.636,NHS,95563365,On,NHS - non connector,NHS,,{89A42545-76C1-4D69-ADA9-3CD1C9048A9E},0.193894120324542
3075,,US0077-LG,US,77,,LG,2000005429,308.448,316.289,NHS,95563366,On,NHS - non connector,NHS,,{BC9D3B71-CFB3-4368-88C1-B38D434A2DFA},0.113917635286606
3076,,US0077-RG,US,77,,RG,2000005387,346.541,378.902,NHS,95560960,On,NHS - non connector,NHS,,{8A2334DC-570F-4C8A-A42B-717F8ACDE7D5},0.487305207850316
3077,,US0077-LG,US,77,,LG,2000005425,414.046,417.972,NHS,95563109,On,NHS - non connector,NHS,,{457C0EAF-86D0-4113-9716-5C7F08E35639},0.0603294966408114
3078,,US0077-RG,US,77,,RG,2000005389,137.89,138.604,NHS,95561088,On,NHS - non connector,NHS,,{F85AFF80-53D7-4401-BF6B-A450DA369334},0.0112630098734867
3079,,US0077-RG,US,77,,RG,2000005407,332.406,337.36,NHS,95562116,On,NHS - non connector,NHS,,{08B77941-6C77-4C40-B7CB-39579F17FACD},0.0786830399249753
